,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit,DAYS_EMPLOYED_r,credit_r
23477,F,Y,Y,0,270000.0,Commercial associate,Higher education,Married,House / apartment,42,1,0,0,0,Managers,2.0,8.0,1.0,1.76,1.0
23478,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,55,4,0,0,0,Laborers,2.0,43.0,2.0,4.84,4.0
23479,F,Y,Y,0,135000.0,Pensioner,Higher education,Separated,House / apartment,59,0,0,0,0,job_less,1.0,26.0,2.0,-0.0,3.0
23480,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,28,2,0,0,0,Drivers,3.0,3.0,1.0,2.8,1.0
23481,M,Y,Y,1,202500.0,Working,Incomplete higher,Married,House / apartment,46,2,0,0,0,Core staff,3.0,48.0,2.0,2.34,2.0
23482,M,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,40,10,1,0,0,Laborers,4.0,22.0,2.0,10.79,2.0
23483,F,Y,N,1,225000.0,Working,Higher education,Married,With parents,30,5,0,0,0,Secretaries,3.0,31.0,2.0,5.15,2.0
23484,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,53,17,0,0,0,High skill tech staff,2.0,50.0,2.0,17.06,3.0
23485,F,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,36,16,0,0,0,Core staff,4.0,33.0,2.0,16.87,5.0
23486,F,N,Y,0,292500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,45,2,0,0,1,Sales staff,2.0,43.0,2.0,2.78,4.0
23487,M,N,Y,0,216000.0,Commercial associate,Higher education,Married,House / apartment,52,20,0,0,1,Managers,2.0,1.0,1.0,20.32,1.0
23488,F,Y,Y,0,540000.0,Commercial associate,Higher education,Married,House / apartment,37,6,0,0,1,Managers,2.0,5.0,0.0,6.95,0.0
23489,M,Y,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,49,1,1,0,0,Drivers,2.0,37.0,2.0,1.55,5.0
23490,M,N,Y,0,247500.0,State servant,Secondary / secondary special,Married,House / apartment,37,14,0,0,0,Medicine staff,2.0,19.0,2.0,14.7,4.0
23491,F,Y,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,37,2,0,0,0,Sales staff,3.0,37.0,2.0,2.72,4.0
23492,F,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,47,6,0,0,0,Cooking staff,2.0,16.0,2.0,6.88,4.0
23493,M,Y,Y,0,176400.0,Commercial associate,Higher education,Married,Rented apartment,26,0,1,1,0,Sales staff,2.0,5.0,1.0,0.52,1.0
23494,M,Y,Y,2,315000.0,Working,Higher education,Married,House / apartment,36,5,0,0,1,High skill tech staff,4.0,20.0,2.0,5.96,4.0
23495,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Widow,House / apartment,53,7,0,0,0,Core staff,1.0,3.0,1.0,7.21,1.0
23496,M,N,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,53,3,0,0,0,Laborers,2.0,0.0,1.0,3.1,1.0
23497,M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,51,4,0,0,0,Core staff,1.0,25.0,0.0,4.38,0.0
23498,F,N,Y,0,162000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62,0,0,0,0,job_less,2.0,24.0,2.0,-0.0,4.0
23499,F,N,N,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,42,8,1,1,1,High skill tech staff,1.0,7.0,2.0,8.88,3.0
23500,M,N,Y,1,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,31,6,0,0,0,Sales staff,3.0,23.0,2.0,7.0,2.0
23501,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,55,0,0,0,0,job_less,1.0,57.0,2.0,-0.0,4.0
23502,M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,41,8,1,1,0,Laborers,2.0,48.0,2.0,8.61,2.0
23503,M,N,N,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,23,2,1,0,0,Core staff,1.0,25.0,2.0,2.52,2.0
23504,F,N,Y,0,270000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,57,0,0,1,0,job_less,1.0,43.0,2.0,-0.0,5.0
23505,M,N,Y,1,63000.0,Working,Secondary / secondary special,Single / not married,House / apartment,39,2,0,0,0,Core staff,2.0,8.0,2.0,2.06,4.0
23506,F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,56,15,0,0,0,Security staff,2.0,5.0,2.0,15.31,3.0
23507,F,Y,N,0,189000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,48,1,1,0,0,High skill tech staff,2.0,42.0,2.0,1.93,2.0
23508,F,N,N,1,270000.0,State servant,Secondary / secondary special,Married,House / apartment,42,7,0,0,0,Core staff,3.0,32.0,2.0,7.53,5.0
23509,F,N,Y,0,247500.0,Commercial associate,Higher education,Single / not married,House / apartment,37,10,1,1,0,Laborers,1.0,52.0,0.0,10.47,0.0
23510,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,24,2,1,0,0,Drivers,2.0,41.0,0.0,2.63,0.0
23511,M,Y,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,50,3,0,0,0,Drivers,1.0,35.0,1.0,3.3,1.0
23512,F,N,N,0,234000.0,Working,Secondary / secondary special,Widow,House / apartment,60,28,1,0,0,Laborers,1.0,54.0,2.0,28.03,4.0
23513,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,51,2,1,1,0,Core staff,2.0,27.0,0.0,2.06,0.0
23514,F,N,N,0,162000.0,Working,Secondary / secondary special,Married,House / apartment,46,4,1,0,0,High skill tech staff,2.0,3.0,1.0,4.52,1.0
23515,M,N,N,0,225000.0,Commercial associate,Incomplete higher,Married,House / apartment,24,0,1,1,0,Sales staff,2.0,42.0,1.0,0.52,1.0
23516,M,Y,N,1,270000.0,Commercial associate,Secondary / secondary special,Married,Office apartment,45,18,0,0,0,Managers,3.0,55.0,0.0,18.52,0.0
23517,M,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,44,4,0,0,0,Drivers,3.0,46.0,1.0,4.59,1.0
23518,M,Y,N,0,328500.0,Working,Higher education,Married,House / apartment,40,7,1,1,0,Core staff,2.0,26.0,0.0,7.27,0.0
23519,F,N,Y,0,324000.0,Working,Secondary / secondary special,Separated,House / apartment,44,4,0,0,0,High skill tech staff,1.0,32.0,2.0,4.27,3.0
23520,M,Y,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,55,4,1,0,0,Laborers,2.0,26.0,2.0,4.81,5.0
23521,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,52,24,0,0,0,Sales staff,2.0,38.0,2.0,24.28,4.0
23522,F,N,Y,0,225000.0,State servant,Higher education,Married,House / apartment,52,6,0,1,0,Security staff,2.0,4.0,2.0,6.67,2.0
23523,F,N,Y,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,56,0,0,1,0,job_less,2.0,39.0,2.0,-0.0,5.0
23524,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,63,0,0,0,0,job_less,2.0,10.0,2.0,-0.0,5.0
23525,F,Y,Y,1,315000.0,State servant,Higher education,Widow,House / apartment,49,1,0,1,1,Core staff,2.0,51.0,1.0,1.16,1.0
23526,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,39,6,0,0,0,Sales staff,2.0,20.0,2.0,6.22,5.0
23527,F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,44,8,1,1,0,Managers,2.0,7.0,2.0,8.05,2.0
23528,F,N,Y,0,387000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,49,1,0,0,0,Sales staff,1.0,56.0,2.0,1.76,2.0
23529,F,Y,Y,0,315000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,57,0,0,0,0,job_less,1.0,52.0,0.0,-0.0,0.0
23530,M,Y,Y,0,405000.0,Working,Secondary / secondary special,Married,House / apartment,49,1,0,0,0,Sales staff,2.0,2.0,0.0,1.87,0.0
23531,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,67,0,0,1,0,job_less,1.0,43.0,1.0,-0.0,1.0
23532,F,N,Y,2,90000.0,Working,Secondary / secondary special,Married,With parents,37,1,0,1,0,Medicine staff,4.0,19.0,0.0,1.0,0.0
23533,F,Y,Y,1,144000.0,Working,Higher education,Separated,House / apartment,37,11,0,0,0,Core staff,2.0,7.0,1.0,11.22,1.0
23534,F,N,Y,0,90000.0,Pensioner,Higher education,Married,House / apartment,58,0,0,0,0,job_less,2.0,9.0,2.0,-0.0,5.0
23535,M,N,N,2,216000.0,Working,Secondary / secondary special,Married,House / apartment,40,2,0,1,0,Laborers,4.0,3.0,1.0,2.85,1.0
23536,F,N,Y,2,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,38,9,1,1,0,High skill tech staff,3.0,2.0,1.0,9.18,1.0
23537,F,N,Y,0,261000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,54,5,0,1,0,High skill tech staff,1.0,24.0,2.0,5.05,5.0
23538,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,38,9,0,0,0,Managers,2.0,23.0,0.0,9.27,0.0
23539,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41,19,0,1,0,Managers,2.0,37.0,2.0,19.45,5.0
23540,F,N,Y,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,40,17,0,0,0,Laborers,3.0,32.0,2.0,17.16,3.0
23541,F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33,7,0,1,0,Laborers,2.0,27.0,2.0,7.64,5.0
23542,F,N,N,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,41,23,0,0,0,Core staff,2.0,56.0,2.0,23.32,3.0
23543,F,Y,N,0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,33,5,0,0,0,Core staff,2.0,26.0,2.0,5.38,2.0
23544,F,Y,N,2,135000.0,Working,Higher education,Married,House / apartment,35,13,0,0,0,Accountants,4.0,53.0,2.0,13.64,2.0
23545,F,N,N,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,56,0,0,1,0,job_less,2.0,8.0,0.0,-0.0,0.0
23546,F,N,N,0,94500.0,Working,Secondary / secondary special,Married,House / apartment,45,4,0,0,0,Waiters/barmen staff,2.0,8.0,1.0,4.44,1.0
23547,M,Y,N,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,28,3,0,0,0,Drivers,2.0,3.0,1.0,3.72,1.0
23548,F,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,38,4,0,0,0,Private service staff,2.0,13.0,2.0,4.22,5.0
23549,F,Y,N,0,180000.0,Working,Higher education,Married,With parents,31,2,1,1,0,Accountants,2.0,11.0,2.0,2.76,4.0
23550,F,Y,Y,0,202500.0,Working,Higher education,Single / not married,House / apartment,29,10,1,1,0,Accountants,1.0,2.0,1.0,10.6,1.0
23551,M,Y,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,32,0,0,0,0,Managers,3.0,53.0,2.0,0.25,4.0
23552,F,N,Y,0,135000.0,Pensioner,Higher education,Married,House / apartment,65,0,0,1,0,job_less,2.0,23.0,2.0,-0.0,4.0
23553,F,N,N,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,32,5,0,1,1,High skill tech staff,1.0,51.0,2.0,5.93,4.0
23554,F,N,N,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,36,7,0,0,0,Sales staff,4.0,50.0,0.0,7.45,0.0
23555,F,Y,Y,2,675000.0,Working,Higher education,Married,House / apartment,37,3,0,0,0,HR staff,4.0,6.0,2.0,3.22,2.0
23556,F,N,N,2,171000.0,Working,Secondary / secondary special,Married,House / apartment,40,3,1,1,0,Core staff,4.0,57.0,2.0,3.18,2.0
23557,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,42,9,0,0,0,Managers,2.0,6.0,0.0,9.14,0.0
23558,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,56,0,0,0,0,job_less,1.0,56.0,0.0,-0.0,0.0
23559,F,N,Y,0,90000.0,Working,Lower secondary,Married,House / apartment,45,6,0,0,0,Medicine staff,2.0,53.0,2.0,6.72,3.0
23560,F,Y,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,38,8,0,0,0,Laborers,4.0,52.0,2.0,8.36,3.0
23561,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,47,8,0,0,0,Sales staff,2.0,19.0,1.0,8.19,1.0
23562,M,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,29,6,1,0,0,Core staff,1.0,44.0,1.0,6.39,1.0
23563,F,N,Y,0,108000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,33,6,1,0,0,Sales staff,2.0,47.0,2.0,6.1,2.0
23564,M,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,29,6,1,0,0,Core staff,1.0,52.0,1.0,6.39,1.0
23565,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,52,9,0,0,0,Managers,2.0,53.0,2.0,9.88,3.0
23566,M,Y,Y,1,189000.0,Working,Incomplete higher,Married,House / apartment,41,6,0,1,0,Core staff,3.0,48.0,0.0,6.85,0.0
23567,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,34,14,0,0,0,Drivers,3.0,39.0,2.0,14.64,5.0
23568,M,Y,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,33,7,1,1,0,Managers,3.0,15.0,2.0,7.12,4.0
23569,F,N,N,0,45000.0,State servant,Secondary / secondary special,Married,House / apartment,50,10,1,1,0,Core staff,2.0,49.0,1.0,10.04,1.0
23570,M,N,Y,1,198000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,26,0,0,0,0,Managers,2.0,24.0,1.0,0.38,1.0
23571,F,Y,Y,0,238500.0,Working,Secondary / secondary special,Married,Rented apartment,42,10,0,0,0,Laborers,2.0,32.0,2.0,10.97,4.0
23572,F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,62,0,0,0,0,job_less,1.0,53.0,2.0,-0.0,2.0
23573,F,N,N,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,61,14,0,1,0,Security staff,2.0,58.0,2.0,14.98,3.0
23574,F,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,49,27,0,0,0,High skill tech staff,2.0,19.0,2.0,27.73,2.0
23575,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,58,0,0,0,0,job_less,2.0,13.0,2.0,-0.0,2.0
23576,F,N,Y,0,180000.0,Working,Higher education,Widow,House / apartment,63,5,0,0,0,Secretaries,1.0,49.0,1.0,5.85,1.0
23577,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,38,0,0,0,0,Security staff,2.0,11.0,1.0,0.27,1.0
23578,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,44,16,1,0,1,Core staff,1.0,18.0,2.0,16.3,4.0
23579,F,N,N,1,180000.0,Working,Secondary / secondary special,Married,Rented apartment,26,3,1,0,0,Laborers,3.0,37.0,0.0,3.35,0.0
23580,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,26,2,0,0,0,Core staff,3.0,51.0,2.0,2.37,2.0
23581,F,N,Y,0,270000.0,Pensioner,Higher education,Married,House / apartment,54,0,0,1,0,job_less,2.0,25.0,2.0,-0.0,2.0
23582,M,Y,Y,0,162000.0,Pensioner,Secondary / secondary special,Married,House / apartment,67,0,0,0,0,job_less,2.0,20.0,2.0,-0.0,5.0
23583,F,Y,N,1,225000.0,Working,Secondary / secondary special,Separated,House / apartment,41,10,1,1,0,Managers,2.0,16.0,2.0,10.94,4.0
23584,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,35,2,1,1,0,Drivers,2.0,7.0,1.0,2.01,1.0
23585,F,N,N,0,135000.0,Working,Higher education,Single / not married,House / apartment,26,1,0,0,0,Core staff,1.0,7.0,1.0,1.42,1.0
23586,F,N,Y,1,166500.0,Working,Secondary / secondary special,Married,House / apartment,55,22,0,1,0,Security staff,3.0,2.0,0.0,22.01,0.0
23587,F,N,N,1,247500.0,Commercial associate,Incomplete higher,Married,House / apartment,33,6,1,0,0,Core staff,3.0,24.0,2.0,6.44,2.0
23588,M,Y,N,0,270000.0,Commercial associate,Higher education,Separated,House / apartment,31,6,0,1,0,Core staff,1.0,40.0,2.0,6.44,5.0
23589,M,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,48,8,0,0,0,Drivers,2.0,10.0,2.0,8.27,4.0
23590,M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,24,2,0,0,1,Laborers,1.0,5.0,2.0,2.98,3.0
23591,F,N,Y,0,207000.0,Working,Secondary / secondary special,Single / not married,House / apartment,51,6,0,0,0,Cooking staff,1.0,14.0,2.0,6.87,2.0
23592,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,43,15,0,0,0,Managers,2.0,35.0,2.0,15.97,4.0
23593,M,N,N,0,184500.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,22,0,0,0,0,Core staff,2.0,2.0,1.0,0.47,1.0
23594,M,Y,Y,0,382500.0,Working,Higher education,Married,House / apartment,28,6,0,0,0,Laborers,2.0,12.0,1.0,6.63,1.0
23595,F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,65,0,0,0,0,job_less,1.0,1.0,1.0,-0.0,1.0
23596,F,N,Y,0,202500.0,State servant,Higher education,Married,House / apartment,30,1,0,1,0,High skill tech staff,2.0,19.0,2.0,1.75,5.0
23597,F,Y,N,0,72000.0,Working,Secondary / secondary special,Married,House / apartment,41,0,1,1,0,Medicine staff,2.0,6.0,2.0,0.62,4.0
23598,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,51,5,0,0,0,Core staff,2.0,5.0,0.0,5.64,0.0
23599,M,N,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,43,5,1,1,0,Laborers,3.0,11.0,2.0,5.18,5.0
23600,F,Y,Y,0,292500.0,Working,Higher education,Married,House / apartment,52,12,0,0,0,Core staff,2.0,45.0,2.0,12.34,2.0
23601,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,54,0,0,1,0,job_less,2.0,23.0,2.0,-0.0,3.0
23602,F,N,Y,1,120150.0,Working,Higher education,Married,House / apartment,25,3,1,0,0,Core staff,3.0,28.0,2.0,3.92,4.0
23603,F,N,N,0,216000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62,0,0,0,0,job_less,2.0,12.0,2.0,-0.0,2.0
23604,M,N,Y,0,247500.0,Working,Incomplete higher,Married,House / apartment,25,1,0,0,0,Core staff,2.0,5.0,2.0,1.13,2.0
23605,M,Y,N,0,99000.0,Pensioner,Higher education,Married,House / apartment,66,0,0,1,0,job_less,2.0,50.0,0.0,-0.0,0.0
23606,F,N,N,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,57,0,0,0,0,job_less,2.0,17.0,2.0,-0.0,3.0
23607,F,Y,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,49,5,0,1,0,Sales staff,2.0,33.0,2.0,5.77,5.0
23608,M,Y,N,1,90000.0,Working,Secondary / secondary special,Married,With parents,24,2,0,0,0,Laborers,3.0,5.0,2.0,2.88,2.0
23609,F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,42,18,0,0,0,Core staff,1.0,2.0,0.0,18.6,0.0
23610,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63,0,0,0,0,job_less,2.0,22.0,2.0,-0.0,3.0
23611,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,58,7,0,0,0,Core staff,2.0,38.0,0.0,7.47,0.0
23612,M,Y,Y,2,270000.0,Commercial associate,Incomplete higher,Married,House / apartment,41,3,0,1,0,Managers,4.0,52.0,2.0,3.49,4.0
23613,M,Y,N,0,261000.0,State servant,Higher education,Married,Municipal apartment,30,7,0,0,0,Core staff,2.0,54.0,0.0,7.33,0.0
23614,F,N,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,30,9,0,0,1,Core staff,3.0,27.0,2.0,9.6,3.0
23615,F,Y,Y,0,445500.0,Commercial associate,Higher education,Married,House / apartment,34,1,0,0,0,Managers,2.0,16.0,2.0,1.25,2.0
23616,F,N,Y,0,193500.0,Working,Higher education,Married,House / apartment,57,19,0,0,0,High skill tech staff,2.0,57.0,2.0,19.95,2.0
23617,M,Y,Y,0,225000.0,Pensioner,Higher education,Separated,House / apartment,56,0,0,0,0,job_less,1.0,13.0,0.0,-0.0,0.0
23618,M,Y,Y,3,450000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,47,8,0,0,1,Managers,5.0,3.0,0.0,8.43,0.0
23619,M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,41,4,0,0,0,Drivers,3.0,7.0,2.0,4.13,3.0
23620,F,N,Y,0,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,53,0,0,1,0,Security staff,1.0,14.0,0.0,0.33,0.0
23621,F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,57,2,0,0,0,Cleaning staff,1.0,0.0,0.0,2.88,0.0
23622,M,N,N,0,225000.0,Working,Higher education,Married,House / apartment,33,12,0,0,0,Laborers,2.0,19.0,1.0,12.85,1.0
23623,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,56,11,0,0,0,Drivers,2.0,16.0,2.0,11.19,2.0
23624,F,N,Y,0,315000.0,Working,Higher education,Married,House / apartment,42,10,1,1,0,Accountants,2.0,5.0,0.0,10.39,0.0
23625,F,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,54,34,0,0,0,Medicine staff,2.0,59.0,1.0,34.5,1.0
23626,F,N,N,1,180000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,35,5,0,0,1,Managers,2.0,18.0,1.0,5.52,1.0
23627,M,Y,N,1,360000.0,State servant,Higher education,Married,Office apartment,41,7,0,1,0,Managers,3.0,47.0,2.0,7.8,4.0
23628,F,N,Y,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,30,0,0,0,0,Cleaning staff,4.0,11.0,1.0,0.72,1.0
23629,F,N,N,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,43,1,1,1,0,Laborers,1.0,47.0,2.0,1.37,3.0
23630,M,Y,N,0,267750.0,Working,Higher education,Married,House / apartment,57,12,0,1,0,Laborers,2.0,14.0,1.0,12.95,1.0
23631,F,N,Y,0,270000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,59,0,0,0,0,job_less,1.0,13.0,2.0,-0.0,2.0
23632,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,52,13,1,1,0,Managers,2.0,50.0,2.0,13.21,2.0
23633,F,N,Y,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,23,2,1,1,0,Core staff,3.0,9.0,2.0,2.75,3.0
23634,F,N,Y,0,135000.0,State servant,Incomplete higher,Single / not married,With parents,27,5,0,1,1,Managers,1.0,46.0,2.0,5.72,2.0
23635,F,N,Y,0,630000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,60,0,0,1,0,job_less,1.0,5.0,2.0,-0.0,4.0
23636,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,49,9,0,0,0,Drivers,2.0,22.0,2.0,9.22,3.0
23637,F,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,28,0,0,0,0,Laborers,2.0,32.0,2.0,0.68,2.0
23638,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,28,0,0,0,0,Core staff,2.0,1.0,0.0,0.38,0.0
23639,F,N,Y,0,162000.0,Commercial associate,Lower secondary,Married,House / apartment,28,8,0,0,0,Core staff,2.0,53.0,2.0,8.47,5.0
23640,F,Y,N,1,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,27,0,0,0,0,Sales staff,3.0,18.0,1.0,0.77,1.0
23641,F,N,N,0,216000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62,0,0,0,0,job_less,2.0,23.0,1.0,-0.0,1.0
23642,M,N,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,29,2,1,1,0,Laborers,3.0,34.0,2.0,2.54,3.0
23643,F,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,40,1,1,1,0,Sales staff,2.0,13.0,1.0,1.3,1.0
23644,F,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,35,3,0,0,0,Core staff,3.0,10.0,2.0,3.4,5.0
23645,F,N,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,55,0,0,0,0,job_less,2.0,4.0,1.0,-0.0,1.0
23646,F,N,N,0,265500.0,Pensioner,Secondary / secondary special,Married,House / apartment,56,0,0,0,0,job_less,2.0,43.0,2.0,-0.0,3.0
23647,F,Y,N,1,112500.0,Working,Higher education,Married,House / apartment,29,2,0,0,0,Sales staff,3.0,13.0,2.0,2.72,3.0
23648,F,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,39,5,0,0,0,Sales staff,2.0,12.0,0.0,5.3,0.0
23649,M,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,55,9,0,0,0,Drivers,1.0,2.0,1.0,9.44,1.0
23650,F,N,N,2,85500.0,Commercial associate,Higher education,Married,House / apartment,37,12,0,1,0,High skill tech staff,4.0,57.0,2.0,12.67,5.0
23651,F,N,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,39,6,0,0,0,Core staff,2.0,24.0,2.0,6.64,4.0
23652,F,N,Y,1,112500.0,Working,Secondary / secondary special,Separated,House / apartment,49,25,0,1,0,Laborers,2.0,11.0,2.0,25.81,5.0
23653,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,34,2,0,0,1,Managers,2.0,46.0,2.0,2.03,5.0
23654,F,N,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,33,3,0,0,0,High skill tech staff,4.0,40.0,2.0,3.33,2.0
23655,F,Y,N,1,387000.0,Working,Higher education,Married,House / apartment,36,7,0,0,0,Managers,3.0,28.0,1.0,7.05,1.0
23656,F,N,N,0,33300.0,Pensioner,Secondary / secondary special,Married,Office apartment,53,0,0,0,0,job_less,2.0,26.0,2.0,-0.0,5.0
23657,F,Y,Y,0,315000.0,State servant,Higher education,Married,House / apartment,53,2,0,0,1,Drivers,2.0,8.0,2.0,2.96,2.0
23658,F,N,Y,0,67500.0,Working,Higher education,Married,House / apartment,33,4,0,0,1,Security staff,2.0,27.0,2.0,4.13,3.0
23659,F,Y,Y,0,373500.0,Working,Secondary / secondary special,Widow,House / apartment,56,4,0,0,0,Accountants,1.0,38.0,2.0,4.32,4.0
23660,F,N,Y,0,180000.0,Working,Lower secondary,Widow,House / apartment,46,6,1,1,0,Cleaning staff,1.0,33.0,2.0,6.1,5.0
